MES,DIA,PROGRAMA,DATA,STATUS,CAMINHO
MAR,6,NJUD_1837,06/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - 03 - 26\NJUD_1837_06-03-2026.mp3
MAR,6,NJUD_1838,06/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - 03 - 26\NJUD_1838_06-03-2026.mp3
MAR,9,NJUD_1101,09/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - MAR - 26\NJUD_1101_09-03-2026.mp3
MAR,9,NJUD_1839,09/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - 03 - 26\NJUD_1839_09-03-2026.mp3
MAR,9,NJUD_1840,09/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - 03 - 26\NJUD_1840_09-03-2026.mp3
MAR,10,NJUD_1102,10/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - MAR - 26\NJUD_1102_10-03-2026.mp3
MAR,10,NJUD_1841,10/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - 03 - 26\NJUD_1841_10-03-2026.mp3
MAR,10,NJUD_1842,10/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - 03 - 26\NJUD_1842_10-03-2026.mp3
MAR,10,NJUD_1843,10/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - 03 - 26\NJUD_1843_10-03-2026.mp3
MAR,11,NJUD_1103,11/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - MAR - 26\NJUD_1103_11-03-2026.mp3
MAR,11,NJUD_1844,11/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - 03 - 26\NJUD_1844_11-03-2026.mp3
MAR,11,NJUD_1845,11/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - 03 - 26\NJUD_1845_11-03-2026.mp3
MAR,12,NJUD_1104,12/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - MAR - 26\NJUD_1104_12-03-2026.mp3
MAR,12,NJUD_1846,12/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - 03 - 26\NJUD_1846_12-03-2026.mp3
MAR,12,NJUD_1847,12/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - 03 - 26\NJUD_1847_12-03-2026.mp3
MAR,12,NJUD_1848,12/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - 03 - 26\NJUD_1848_12-03-2026.mp3
MAR,13,NJUD_1105,13/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - MAR - 26\NJUD_1105_13-03-2026.mp3
MAR,13,NJUD_1827,13/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - 03 - 26\NJUD_1827_13-03-2026.mp3
MAR,16,NJUD_1201,16/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - MAR - 26\NJUD_1201_16-03-2026.mp3
MAR,16,NJUD_1830,16/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - 03 - 26\NJUD_1830_16-03-2026.mp3
MAR,17,NJUD_1202,17/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - MAR - 26\NJUD_1202_17-03-2026.mp3
MAR,17,NJUD_1832,17/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - 03 - 26\NJUD_1832_17-03-2026.mp3
MAR,18,NJUD_1203,18/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - MAR - 26\NJUD_1203_18-03-2026.mp3
MAR,18,NJUD_1834,18/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - 03 - 26\NJUD_1834_18-03-2026.mp3
MAR,19,NJUD_1204,19/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - MAR - 26\NJUD_1204_19-03-2026.mp3
MAR,19,NJUD_1837,19/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - 03 - 26\NJUD_1837_19-03-2026.mp3
MAR,20,NJUD_1205,20/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - MAR - 26\NJUD_1205_20-03-2026.mp3
MAR,20,NJUD_1839,20/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - 03 - 26\NJUD_1839_20-03-2026.mp3
MAR,23,NJUD_1301,23/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - MAR - 26\NJUD_1301_23-03-2026.mp3
MAR,23,NJUD_1842,23/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - 03 - 26\NJUD_1842_23-03-2026.mp3
MAR,24,NJUD_1302,24/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - MAR - 26\NJUD_1302_24-03-2026.mp3
MAR,24,NJUD_1844,24/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - 03 - 26\NJUD_1844_24-03-2026.mp3
MAR,25,NJUD_1847,25/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - 03 - 26\NJUD_1847_25-03-2026.mp3
MAR,26,NJUD_1304,26/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - MAR - 26\NJUD_1304_26-03-2026.mp3
MAR,27,NJUD_1305,27/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - MAR - 26\NJUD_1305_27-03-2026.mp3
MAR,30,NJUD_1401,30/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - MAR - 26\NJUD_1401_30-03-2026.mp3
MAR,31,NJUD_1402,31/03/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\03 - MAR - 26\NJUD_1402_31-03-2026.mp3
ABR,6,NJUD_1501,06/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - ABR - 26\NJUD_1501_06-04-2026.mp3
ABR,7,NJUD_1502,07/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - ABR - 26\NJUD_1502_07-04-2026.mp3
ABR,8,NJUD_1503,08/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - ABR - 26\NJUD_1503_08-04-2026.mp3
ABR,9,NJUD_1504,09/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - ABR - 26\NJUD_1504_09-04-2026.mp3
ABR,10,NJUD_1505,10/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - ABR - 26\NJUD_1505_10-04-2026.mp3
ABR,13,NJUD_1601,13/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - ABR - 26\NJUD_1601_13-04-2026.mp3
ABR,14,NJUD_1602,14/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - ABR - 26\NJUD_1602_14-04-2026.mp3
ABR,15,NJUD_1603,15/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - ABR - 26\NJUD_1603_15-04-2026.mp3
ABR,15,NJUD_1927,15/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - ABR - 26\NJUD_1927_15-04-2026.mp3
ABR,16,NJUD_1604,16/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - ABR - 26\NJUD_1604_16-04-2026.mp3
ABR,16,NJUD_1902,16/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - 04 - 26\NJUD_1902_16-04-2026.mp3
ABR,17,NJUD_1605,17/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - ABR - 26\NJUD_1605_17-04-2026.mp3
ABR,17,NJUD_1903,17/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - 04 - 26\NJUD_1903_17-04-2026.mp3
ABR,17,NJUD_1904,17/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - 04 - 26\NJUD_1904_17-04-2026.mp3
ABR,17,NJUD_1905,17/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - 04 - 26\NJUD_1905_17-04-2026.mp3
ABR,20,NJUD_1904,20/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - 04 - 26\NJUD_1904_20-04-2026.mp3
ABR,22,NJUD_1703,22/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - ABR - 26\NJUD_1703_22-04-2026.mp3
ABR,22,NJUD_1906,22/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - 04 - 26\NJUD_1906_22-04-2026.mp3
ABR,22,NJUD_1907,22/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - 04 - 26\NJUD_1907_22-04-2026.mp3
ABR,23,NJUD_1704,23/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - ABR - 26\NJUD_1704_23-04-2026.mp3
ABR,23,NJUD_1908,23/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - 04 - 26\NJUD_1908_23-04-2026.mp3
ABR,23,NJUD_1909,23/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - 04 - 26\NJUD_1909_23-04-2026.mp3
ABR,23,NJUD_1910,23/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - 04 - 26\NJUD_1910_23-04-2026.mp3
ABR,24,NJUD_1705,24/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - ABR - 26\NJUD_1705_24-04-2026.mp3
ABR,24,NJUD_1911,24/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - 04 - 26\NJUD_1911_24-04-2026.mp3
ABR,24,NJUD_1912,24/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - 04 - 26\NJUD_1912_24-04-2026.mp3
ABR,26,NJUD_1707,26/04/2026,FINALIZADO(FDS),H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - ABR - 26\NJUD_1707_26-04-2026.mp3
ABR,26,NJUD_1913,26/04/2026,FINALIZADO(FDS),H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - 04 - 26\NJUD_1913_26-04-2026.mp3
ABR,26,NJUD_1914,26/04/2026,FINALIZADO(FDS),H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - 04 - 26\NJUD_1914_26-04-2026.mp3
ABR,26,NJUD_1915,26/04/2026,FINALIZADO(FDS),H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - 04 - 26\NJUD_1915_26-04-2026.mp3
ABR,27,NJUD_1801,27/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - ABR - 26\NJUD_1801_27-04-2026.mp3
ABR,27,NJUD_1916,27/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - 04 - 26\NJUD_1916_27-04-2026.mp3
ABR,27,NJUD_1917,27/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - 04 - 26\NJUD_1917_27-04-2026.mp3
ABR,28,NJUD_1802,28/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - ABR - 26\NJUD_1802_28-04-2026.mp3
ABR,28,NJUD_1918,28/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - 04 - 26\NJUD_1918_28-04-2026.mp3
ABR,28,NJUD_1919,28/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - 04 - 26\NJUD_1919_28-04-2026.mp3
ABR,28,NJUD_1920,28/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - 04 - 26\NJUD_1920_28-04-2026.mp3
ABR,29,NJUD_1803,29/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - ABR - 26\NJUD_1803_29-04-2026.mp3
ABR,29,NJUD_1921,29/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - 04 - 26\NJUD_1921_29-04-2026.mp3
ABR,29,NJUD_1922,29/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - 04 - 26\NJUD_1922_29-04-2026.mp3
ABR,30,NJUD_1804,30/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - ABR - 26\NJUD_1804_30-04-2026.mp3
ABR,30,NJUD_1906,30/04/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\04 - 04 - 26\NJUD_1906_30-04-2026.mp3
MAI,1,NJUD_1909,01/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - 05 - 26\NJUD_1909_01-05-2026.mp3
MAI,4,NJUD_1865,04/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_1865_04-05-2026.mp3
MAI,4,NJUD_1901,04/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_1901_04-05-2026.mp3
MAI,4,NJUD_1914,04/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - 05 - 26\NJUD_1914_04-05-2026.mp3
MAI,5,NJUD_1866,05/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_1866_05-05-2026.mp3
MAI,5,NJUD_1902,05/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_1902_05-05-2026.mp3
MAI,5,NJUD_1916,05/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - 05 - 26\NJUD_1916_05-05-2026.mp3
MAI,6,NJUD_1867,06/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_1867_06-05-2026.mp3
MAI,6,NJUD_1903,06/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_1903_06-05-2026.mp3
MAI,6,NJUD_1919,06/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - 05 - 26\NJUD_1919_06-05-2026.mp3
MAI,7,NJUD_1868,07/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_1868_07-05-2026.mp3
MAI,7,NJUD_1904,07/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_1904_07-05-2026.mp3
MAI,7,NJUD_1921,07/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - 05 - 26\NJUD_1921_07-05-2026.mp3
MAI,8,NJUD_1869,08/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_1869_08-05-2026.mp3
MAI,8,NJUD_1877,08/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_1877_08-05-2026.mp3
MAI,8,NJUD_1905,08/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_1905_08-05-2026.mp3
MAI,11,NJUD_1870,11/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_1870_11-05-2026.mp3
MAI,11,NJUD_2001,11/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_2001_11-05-2026.mp3
MAI,12,NJUD_1871,12/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_1871_12-05-2026.mp3
MAI,12,NJUD_2002,12/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_2002_12-05-2026.mp3
MAI,13,NJUD_1872,13/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_1872_13-05-2026.mp3
MAI,13,NJUD_2003,13/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_2003_13-05-2026.mp3
MAI,14,NJUD_1873,14/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_1873_14-05-2026.mp3
MAI,14,NJUD_2004,14/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_2004_14-05-2026.mp3
MAI,15,NJUD_1874,15/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_1874_15-05-2026.mp3
MAI,15,NJUD_2005,15/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_2005_15-05-2026.mp3
MAI,18,NJUD_1875,18/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_1875_18-05-2026.mp3
MAI,18,NJUD_2101,18/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_2101_18-05-2026.mp3
MAI,19,NJUD_1876,19/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_1876_19-05-2026.mp3
MAI,19,NJUD_2102,19/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_2102_19-05-2026.mp3
MAI,20,NJUD_2103,20/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_2103_20-05-2026.mp3
