MES,DIA,PROGRAMA,DATA,STATUS,CAMINHO
MAI,21,NJUD_1878,21/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_1878_21-05-2026.mp3
MAI,21,NJUD_2104,21/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_2104_21-05-2026.mp3
MAI,22,NJUD_1879,22/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_1879_22-05-2026.mp3
MAI,22,NJUD_2105,22/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_2105_22-05-2026.mp3
MAI,25,NJUD_1880,25/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_1880_25-05-2026.mp3
MAI,25,NJUD_2201,25/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_2201_25-05-2026.mp3
MAI,26,NJUD_1881,26/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_1881_26-05-2026.mp3
MAI,26,NJUD_2202,26/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_2202_26-05-2026.mp3
MAI,27,NJUD_1882,27/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_1882_27-05-2026.mp3
MAI,27,NJUD_2203,27/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_2203_27-05-2026.mp3
MAI,28,NJUD_1883,28/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_1883_28-05-2026.mp3
MAI,28,NJUD_2204,28/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_2204_28-05-2026.mp3
MAI,29,NJUD_1884,29/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_1884_29-05-2026.mp3
MAI,29,NJUD_2205,29/05/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_2205_29-05-2026.mp3
JUN,1,NJUD_2301,01/06/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - JUN - 26\NJUD_2301_01-06-2026.mp3
JUN,2,NJUD_1888,02/06/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - JUN - 26\NJUD_1888_02-06-2026.mp3
JUN,2,NJUD_1889,02/06/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - 06 - 26\NJUD_1889_02-06-2026.mp3
JUN,2,NJUD_1890,02/06/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - 06 - 26\NJUD_1890_02-06-2026.mp3
JUN,2,NJUD_2302,02/06/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - JUN - 26\NJUD_2302_02-06-2026.mp3
JUN,3,NJUD_1891,03/06/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - 06 - 26\NJUD_1891_03-06-2026.mp3
JUN,3,NJUD_1892,03/06/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - 06 - 26\NJUD_1892_03-06-2026.mp3
JUN,3,NJUD_2303,03/06/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - JUN - 26\NJUD_2303_03-06-2026.mp3
JUN,4,NJUD_1889,04/06/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - 06 - 26\NJUD_1889_04-06-2026.mp3
JUN,8,NJUD_1894,08/06/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - JUN - 26\NJUD_1894_08-06-2026.mp3
JUN,8,NJUD_1895,08/06/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - 06 - 26\NJUD_1895_08-06-2026.mp3
JUN,8,NJUD_2401,08/06/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - JUN - 26\NJUD_2401_08-06-2026.mp3
JUN,9,NJUD_1896,09/06/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - 06 - 26\NJUD_1896_09-06-2026.mp3
JUN,9,NJUD_1897,09/06/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - 06 - 26\NJUD_1897_09-06-2026.mp3
JUN,9,NJUD_1898,09/06/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - 06 - 26\NJUD_1898_09-06-2026.mp3
JUN,9,NJUD_2402,09/06/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - JUN - 26\NJUD_2402_09-06-2026.mp3
JUN,10,NJUD_1897,10/06/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - 06 - 26\NJUD_1897_10-06-2026.mp3
JUN,10,NJUD_1899,10/06/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - 06 - 26\NJUD_1899_10-06-2026.mp3
JUN,10,NJUD_2403,10/06/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - JUN - 26\NJUD_2403_10-06-2026.mp3
JUN,11,NJUD_2404,11/06/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - JUN - 26\NJUD_2404_11-06-2026.mp3
JUN,12,NJUD_2405,12/06/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - JUN - 26\NJUD_2405_12-06-2026.mp3
JUN,15,NJUD_2501,15/06/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - JUN - 26\NJUD_2501_15-06-2026.mp3
JUN,16,NJUD_2502,16/06/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - JUN - 26\NJUD_2502_16-06-2026.mp3
JUN,17,NJUD_2503,17/06/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - JUN - 26\NJUD_2503_17-06-2026.mp3
JUN,18,NJUD_2504,18/06/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - JUN - 26\NJUD_2504_18-06-2026.mp3
JUN,26,NJUD_2605,26/06/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - JUN - 26\NJUD_2605_26-06-2026.mp3
JUL,26,NJUD_1900,26/07/2026,FINALIZADO(FDS),H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\07 - 07 - 26\NJUD_1900_26-07-2026.mp3
JUL,26,NJUD_1901,26/07/2026,FINALIZADO(FDS),H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\07 - 07 - 26\NJUD_1901_26-07-2026.mp3
JUL,26,NJUD_3007,26/07/2026,FINALIZADO(FDS),H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\07 - JUL - 26\NJUD_3007_26-07-2026.mp3
JUL,27,NJUD_1900,27/07/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\07 - 07 - 26\NJUD_1900_27-07-2026.mp3
AGO,26,NJUD_3503,26/08/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\08 - AGO - 26\NJUD_3503_26-08-2026.mp3
AGO,27,NJUD_3906,27/08/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\08 - AGO - 26\NJUD_3906_27-08-2026.mp3
AGO,27,NJUD_4401,27/08/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\08 - AGO - 26\NJUD_4401_27-08-2026.mp3
AGO,27,NJUD_4804,27/08/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\08 - AGO - 26\NJUD_4804_27-08-2026.mp3
AGO,27,NJUD_5206,27/08/2026,FINALIZADO,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\08 - AGO - 26\NJUD_5206_27-08-2026.mp3
