arquivo,pasta_drive,status,observacao
NJUD_2301_01-06-2026.mp3,06 - JUN - 26,orfao,"Presente no Drive, ausente em JORNAIS_FINAL"
NJUD_2302_02-06-2026.mp3,06 - JUN - 26,orfao,"Presente no Drive, ausente em JORNAIS_FINAL"
NJUD_2303_03-06-2026.mp3,06 - JUN - 26,orfao,"Presente no Drive, ausente em JORNAIS_FINAL"
NJUD_2401_08-06-2026.mp3,06 - JUN - 26,orfao,"Presente no Drive, ausente em JORNAIS_FINAL"
NJUD_2402_09-06-2026.mp3,06 - JUN - 26,orfao,"Presente no Drive, ausente em JORNAIS_FINAL"
NJUD_2403_10-06-2026.mp3,06 - JUN - 26,orfao,"Presente no Drive, ausente em JORNAIS_FINAL"
NJUD_2404_11-06-2026.mp3,06 - JUN - 26,orfao,"Presente no Drive, ausente em JORNAIS_FINAL"
NJUD_2405_12-06-2026.mp3,06 - JUN - 26,orfao,"Presente no Drive, ausente em JORNAIS_FINAL"
NJUD_2501_15-06-2026.mp3,06 - JUN - 26,orfao,"Presente no Drive, ausente em JORNAIS_FINAL"
NJUD_2502_16-06-2026.mp3,06 - JUN - 26,orfao,"Presente no Drive, ausente em JORNAIS_FINAL"
NJUD_2503_17-06-2026.mp3,06 - JUN - 26,orfao,"Presente no Drive, ausente em JORNAIS_FINAL"
NJUD_2504_18-06-2026.mp3,06 - JUN - 26,orfao,"Presente no Drive, ausente em JORNAIS_FINAL"
NJUD_1890_10-05-2026.mp3,06 - JUN - 26,orfao,"Presente no Drive, ausente em JORNAIS_FINAL"
NJUD_1891_11-05-2026.mp3,06 - JUN - 26,orfao,"Presente no Drive, ausente em JORNAIS_FINAL"
NJUD_1895_17-06-2026.mp3,06 - JUN - 26,orfao,"Presente no Drive, ausente em JORNAIS_FINAL"
NJUD_1898_22-06-2026.mp3,06 - JUN - 26,orfao,"Presente no Drive, ausente em JORNAIS_FINAL"
NJUD_1889_09-05-2026.mp3,06 - JUN - 26,orfao,"Presente no Drive, ausente em JORNAIS_FINAL"
NJUD_1896_18-06-2026.mp3,06 - JUN - 26,orfao,"Presente no Drive, ausente em JORNAIS_FINAL"
NJUD_1897_19-06-2026.mp3,06 - JUN - 26,orfao,"Presente no Drive, ausente em JORNAIS_FINAL"
NJUD_1893_15-06-2026.mp3,06 - JUN - 26,orfao,"Presente no Drive, ausente em JORNAIS_FINAL"
NJUD_1892_12-06-2026.mp3,06 - JUN - 26,orfao,"Presente no Drive, ausente em JORNAIS_FINAL"
NJUD_1899_23-06-2026.mp3,06 - JUN - 26,orfao,"Presente no Drive, ausente em JORNAIS_FINAL"
NJUD_1889_09-05-2026.mp3,06 - JUN - 26\_extra,orfao,"Presente no Drive, ausente em JORNAIS_FINAL"
NJUD_1897_10-06-2026.mp3,06 - JUN - 26\_extra,orfao,"Presente no Drive, ausente em JORNAIS_FINAL"
NJUD_3007_27-07-2026.mp3,07 - JUL - 26,orfao,"Presente no Drive, ausente em JORNAIS_FINAL"
NJUD_1901_25-06-2026.mp3,07 - JUL - 26,orfao,"Presente no Drive, ausente em JORNAIS_FINAL"
NJUD_1900_24-06-2026.mp3,07 - JUL - 26,orfao,"Presente no Drive, ausente em JORNAIS_FINAL"
NJUD_1945_28-08-2026.mp3,08 - AGO - 26,orfao,"Presente no Drive, ausente em JORNAIS_FINAL"
NJUD_1944_27-08-2026.mp3,08 - AGO - 26,orfao,"Presente no Drive, ausente em JORNAIS_FINAL"
NJUD_4804_24-08-2026.mp3,08 - AGO - 26,orfao,"Presente no Drive, ausente em JORNAIS_FINAL"
NJUD_5206_25-08-2026.mp3,08 - AGO - 26,orfao,"Presente no Drive, ausente em JORNAIS_FINAL"
