LINHA,CAMINHO,PROGRAMA,NUMERO_EXTRAIDO
199,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - 05 - 26\NJUD_1921_07-05-2026.mp3,NJUD_1921,1921
201,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_1877_08-05-2026.mp3,NJUD_1877,1877
202,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\05 - MAI - 26\NJUD_1905_08-05-2026.mp3,NJUD_1905,1905
233,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - JUN - 26\NJUD_1888_02-06-2026.mp3,NJUD_1888,1888
234,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - 06 - 26\NJUD_1889_02-06-2026.mp3,NJUD_1889,1889
235,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - 06 - 26\NJUD_1890_02-06-2026.mp3,NJUD_1890,1890
237,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - 06 - 26\NJUD_1891_03-06-2026.mp3,NJUD_1891,1891
238,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - 06 - 26\NJUD_1892_03-06-2026.mp3,NJUD_1892,1892
240,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - 06 - 26\NJUD_1889_04-06-2026.mp3,NJUD_1889,1889
241,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - JUN - 26\NJUD_1894_08-06-2026.mp3,NJUD_1894,1894
242,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - 06 - 26\NJUD_1895_08-06-2026.mp3,NJUD_1895,1895
244,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - 06 - 26\NJUD_1896_09-06-2026.mp3,NJUD_1896,1896
245,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - 06 - 26\NJUD_1897_09-06-2026.mp3,NJUD_1897,1897
246,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - 06 - 26\NJUD_1898_09-06-2026.mp3,NJUD_1898,1898
248,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - 06 - 26\NJUD_1897_10-06-2026.mp3,NJUD_1897,1897
249,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\06 - 06 - 26\NJUD_1899_10-06-2026.mp3,NJUD_1899,1899
258,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\07 - 07 - 26\NJUD_1900_26-07-2026.mp3,NJUD_1900,1900
259,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\07 - 07 - 26\NJUD_1901_26-07-2026.mp3,NJUD_1901,1901
261,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\02_JORNAIS_NJUD\03_AUDIOS_RADIO\07 - 07 - 26\NJUD_1900_27-07-2026.mp3,NJUD_1900,1900
