mes_destino,njud,arquivo,data,boletim,retranca,entidade,bloqueado,src
JANEIRO,JORNAL_2026-01-07,BOLETIM_RADIO_TJRN_07_01_2026_B2_INDENIZACAO_FALHA_AIRBAGS.mp3,07/01/2026,2,INDENIZACAO_FALHA_AIRBAGS,TJRN,,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\01_BOLETINS_DIARIOS\03_AUDIOS_RADIO
JANEIRO,JORNAL_2026-01-07,BOLETIM_RADIO_TJRN_07_01_2026_B7_EMPRESA_DEVE_ENTREGAR_BRINDE.mp3,07/01/2026,7,EMPRESA_DEVE_ENTREGAR_BRINDE,TJRN,,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\01_BOLETINS_DIARIOS\03_AUDIOS_RADIO
JANEIRO,JORNAL_2026-01-07,BOLETIM_RADIO_TJRN_07_01_2026_B3_JURI_POPULAR_GRUPO_DE_EXTERMINIO.mp3,07/01/2026,3,JURI_POPULAR_GRUPO_DE_EXTERMINIO,TJRN,,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\01_BOLETINS_DIARIOS\03_AUDIOS_RADIO
JANEIRO,JORNAL_2026-01-07,BOLETIM_RADIO_TJRN_07_01_2026_B10_CAERN_DEVE_PAGAR_DANOS_MORAIS.mp3,07/01/2026,10,CAERN_DEVE_PAGAR_DANOS_MORAIS,TJRN,,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\01_BOLETINS_DIARIOS\03_AUDIOS_RADIO
JANEIRO,JORNAL_2026-01-08,BOLETIM_RADIO_TJRN_08_01_2026_B2_TRTRN_RETOMA_ATIVIDADES.mp3,08/01/2026,2,TRTRN_RETOMA_ATIVIDADES,TJRN,,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\01_BOLETINS_DIARIOS\03_AUDIOS_RADIO
JANEIRO,JORNAL_2026-01-08,BOLETIM_RADIO_TJRN_08_01_2026_B7_NULIDADE_CONTRATO_PREFEITURA_MONTE_ALEGRE.mp3,08/01/2026,7,NULIDADE_CONTRATO_PREFEITURA_MONTE_ALEGRE,TJRN,,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\01_BOLETINS_DIARIOS\03_AUDIOS_RADIO
JANEIRO,JORNAL_2026-01-08,BOLETIM_RADIO_TJRN_08_01_2026_B10_CHAPA_ELEICOES_ESCOLARES_LAGOA_NOVA.mp3,08/01/2026,10,CHAPA_ELEICOES_ESCOLARES_LAGOA_NOVA,TJRN,,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\01_BOLETINS_DIARIOS\03_AUDIOS_RADIO
JANEIRO,JORNAL_2026-01-08,BOLETIM_RADIO_TJRN_08_01_2026_B9_HOMEM_CONDENADO_VIOLENCIA_PSICOLOGICA.mp3,08/01/2026,9,HOMEM_CONDENADO_VIOLENCIA_PSICOLOGICA,TJRN,,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\01_BOLETINS_DIARIOS\03_AUDIOS_RADIO
JANEIRO,JORNAL_2026-01-09,BOLETIM_RADIO_TJRN_09_01_2026_B10_TJRN_AGRESSOR_PAIS_INDENIZAR_ATAQUE_FISICO_.mp3,09/01/2026,10,TJRN_AGRESSOR_PAIS_INDENIZAR_ATAQUE_FISICO_,TJRN,,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\01_BOLETINS_DIARIOS\03_AUDIOS_RADIO
JANEIRO,JORNAL_2026-01-09,BOLETIM_RADIO_TJRN_09_01_2026_B9_TJRN_JUSTICA_PROIBE_COSERN_AREZ.mp3,09/01/2026,9,TJRN_JUSTICA_PROIBE_COSERN_AREZ,TJRN,,H:\Meu Drive\RADIO TJRN CONTEÚDO\00_PRODUCAO_2026\01_BOLETINS_DIARIOS\03_AUDIOS_RADIO
