arquivo,pasta,data,status,observacao
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_09_2026_B3_ACIDENTE_MOTORISTA_EMBRIAGADO_NJUD__CORPO.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/09/2026,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_09_2027_B10_TRTRN_MANUTENCAO_TECNOLOGIA_INFORMACAO__CABECA.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/09/2027,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_09_2027_B10_TRTRN_MANUTENCAO_TECNOLOGIA_INFORMACAO__CORPO.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/09/2027,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_09_2027_B1_TJRN_PENA_JUSTA_REGULACAO_VAGAS_NJUD_1919_CABECA.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/09/2027,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_09_2027_B1_TJRN_PENA_JUSTA_REGULACAO_VAGAS_NJUD_1919_CORPO.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/09/2027,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_09_2027_B2_TJRN_TURMA_RECURSAL_NEGA_INDENIZACAO_NJUD_1919_CABECA.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/09/2027,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_09_2027_B2_TJRN_TURMA_RECURSAL_NEGA_INDENIZACAO_NJUD_1919_CORPO.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/09/2027,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_09_2027_B3_TJRN_MANTIDA_DENUNCIA_EX_PREFEITO_MACAU_NJUD_1919_CABECA.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/09/2027,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_09_2027_B3_TJRN_MANTIDA_DENUNCIA_EX_PREFEITO_MACAU_NJUD_1919_CORPO.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/09/2027,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_10_2027_B10_ESMARN_ETICA_JUDICIAL_NOVA_FORMACAO_CABECA.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/10/2027,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_10_2027_B10_ESMARN_ETICA_JUDICIAL_NOVA_FORMACAO_CORPO.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/10/2027,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_10_2027_B1_TJRN_PRESOS_EGRESSOS_DO_SISTEMA_NJUD_1920_CABECA.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/10/2027,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_10_2027_B1_TJRN_PRESOS_EGRESSOS_DO_SISTEMA_NJUD_1920_CORPO.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/10/2027,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_10_2027_B2_TJRN_CENTRAL_REGULACAO_VAGAS__CABECA.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/10/2027,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_10_2027_B2_TJRN_CENTRAL_REGULACAO_VAGAS__CORPO.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/10/2027,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_10_2027_B3_TJRN_GESTAO_VAGAS_PRISIONAL_TEMA__CABECA.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/10/2027,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_10_2027_B3_TJRN_GESTAO_VAGAS_PRISIONAL_TEMA__CORPO.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/10/2027,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_11_2027_B10_TRTRN_EMPRESA_CONDENADA_ATRASOS_SALARIOS_CABECA.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/11/2027,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_11_2027_B10_TRTRN_EMPRESA_CONDENADA_ATRASOS_SALARIOS_CORPO.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/11/2027,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_11_2027_B1_TJRN_EXCLUSAO_INJUSTIFICADA_CONTA_APP_CABECA.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/11/2027,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_11_2027_B1_TJRN_EXCLUSAO_INJUSTIFICADA_CONTA_APP_CORPO.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/11/2027,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_11_2027_B2_TJRN_PARTICIPA_AUDIENCIA_PUBLICA_ASSEDIO_ELEITORAL__CABECA.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/11/2027,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_11_2027_B2_TJRN_PARTICIPA_AUDIENCIA_PUBLICA_ASSEDIO_ELEITORAL__CORPO.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/11/2027,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_11_2027_B3_TJRN_LOJA_CONDENADA_TROCAR_CELULAR__CABECA.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/11/2027,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_11_2027_B3_TJRN_LOJA_CONDENADA_TROCAR_CELULAR__CORPO.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/11/2027,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_12_2026_B10_ESMARN_CURSO_EXECUCAO_PECUNIARIAS__CABECA.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/12/2026,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_12_2026_B10_ESMARN_CURSO_EXECUCAO_PECUNIARIAS__CORPO.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/12/2026,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_12_2026_B1_TJRN_HOMEM_SE_PASSA_SECRETARIO_EDUCACAO__CABECA.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/12/2026,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_12_2026_B1_TJRN_HOMEM_SE_PASSA_SECRETARIO_EDUCACAO__CORPO.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/12/2026,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_12_2026_B2_TJRN_FAMILIA_INDENIZADA_VOO_PORTO_ALEGRE__CABECA.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/12/2026,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_12_2026_B2_TJRN_FAMILIA_INDENIZADA_VOO_PORTO_ALEGRE__CORPO.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/12/2026,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_12_2026_B3_TJRN_COMARCA_JARDIM_SERIDO_INTERINO__CABECA.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/12/2026,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_12_2026_B3_TJRN_COMARCA_JARDIM_SERIDO_INTERINO__CORPO.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/12/2026,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_12_2027_B10_MPRN_INSPECAO_UBS_EXTREMOZ__CABECA.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/12/2027,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_12_2027_B10_MPRN_INSPECAO_UBS_EXTREMOZ__CORPO.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/12/2027,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_12_2027_B1_TJRN_DECISAO_ANULA_ALIENACAO_CARRO__CABECA.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/12/2027,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_12_2027_B1_TJRN_DECISAO_ANULA_ALIENACAO_CARRO__CORPO.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/12/2027,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_12_2027_B2_TJRN_ATAQUE_RACISTA_EM_APP__CABECA.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/12/2027,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_12_2027_B2_TJRN_ATAQUE_RACISTA_EM_APP__CORPO.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/12/2027,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_12_2027_B3_TJRN_COMARCA_PAU_FERROS_SELECIONA_INTERINO_CABECA.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/12/2027,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026\BOLETIM_RADIO_TJRN_26_12_2027_B3_TJRN_COMARCA_PAU_FERROS_SELECIONA_INTERINO_CORPO.mp3,data\processed\JORNAIS_DIVIDIDOS_JUN_JUL_AGO_2026,26/12/2027,sem_num_csv,Data existe no CSV mas sem Programa_Projetado
