arquivo,data,num_projetado,status
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1810\BOLETIM_RADIO_TJRN_02_02_2026_B3_TJRN_ACOES_PENITENCIARIA_ALCACUZ__CABECA.mp3,02/02/2026,1802,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1810\BOLETIM_RADIO_TJRN_02_02_2026_B3_TJRN_ACOES_PENITENCIARIA_ALCACUZ__CORPO.mp3,02/02/2026,1802,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1810\BOLETIM_RADIO_TJRN_02_02_2026_B4_TJRN_FABRICANTE_REDE_FARMACIA__CABECA.mp3,02/02/2026,1802,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1810\BOLETIM_RADIO_TJRN_02_02_2026_B4_TJRN_FABRICANTE_REDE_FARMACIA__CORPO.mp3,02/02/2026,1802,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1811\BOLETIM_RADIO_TJRN_02_02_2026_B5_TJRN_ESTAGIO_GRUPO_METAS_CABECA.mp3,02/02/2026,1802,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1811\BOLETIM_RADIO_TJRN_02_02_2026_B5_TJRN_ESTAGIO_GRUPO_METAS_CORPO.mp3,02/02/2026,1802,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1811\BOLETIM_RADIO_TJRN_02_02_2026_B6_TJRN_CONDENA_HOMEM_MAUS_TRATOS_CABECA.mp3,02/02/2026,1802,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1811\BOLETIM_RADIO_TJRN_02_02_2026_B6_TJRN_CONDENA_HOMEM_MAUS_TRATOS_CORPO.mp3,02/02/2026,1802,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1811\BOLETIM_RADIO_TJRN_02_02_2026_B7_TJRN_ANULA_PREGAO_CONSORCIO__CABECA.mp3,02/02/2026,1802,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1811\BOLETIM_RADIO_TJRN_02_02_2026_B7_TJRN_ANULA_PREGAO_CONSORCIO__CORPO.mp3,02/02/2026,1802,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1811\BOLETIM_RADIO_TJRN_02_02_2026_B8_TJRN_INCONSTITUCIONALIDADE_LEI_ENEM__CABECA.mp3,02/02/2026,1802,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1811\BOLETIM_RADIO_TJRN_02_02_2026_B8_TJRN_INCONSTITUCIONALIDADE_LEI_ENEM__CORPO.mp3,02/02/2026,1802,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1812\BOLETIM_RADIO_TJRN_02_02_2026_B10_DPERN_PRAZO_INSCRICOES_SUSTENTABILIDADE_CABECA.mp3,02/02/2026,1802,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1812\BOLETIM_RADIO_TJRN_02_02_2026_B10_DPERN_PRAZO_INSCRICOES_SUSTENTABILIDADE_CORPO.mp3,02/02/2026,1802,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1812\BOLETIM_RADIO_TJRN_02_02_2026_B9_TRTRN_DESCARACTERIZA_TRABALHO_INTERMITENTE_CABECA.mp3,02/02/2026,1802,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1812\BOLETIM_RADIO_TJRN_02_02_2026_B9_TRTRN_DESCARACTERIZA_TRABALHO_INTERMITENTE_CORPO.mp3,02/02/2026,1802,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1812\BOLETIM_RADIO_TJRN_03_02_2026_B1_TJRN_SUSPENDE_LICITACAO_CANGUARETAMA__CABECA.mp3,03/02/2026,1803,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1812\BOLETIM_RADIO_TJRN_03_02_2026_B1_TJRN_SUSPENDE_LICITACAO_CANGUARETAMA__CORPO.mp3,03/02/2026,1803,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1812\BOLETIM_RADIO_TJRN_03_02_2026_B2_TJRN_IA_ROTINAS_PRESTACAO_JURISDICIONAL_CABECA.mp3,03/02/2026,1803,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1812\BOLETIM_RADIO_TJRN_03_02_2026_B2_TJRN_IA_ROTINAS_PRESTACAO_JURISDICIONAL_CORPO.mp3,03/02/2026,1803,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1813\BOLETIM_RADIO_TJRN_03_02_2026_B4_TJRN_COMARCA_EXTREMOZ_DEMANDAS_JUDICIAIS__CABECA.mp3,03/02/2026,1803,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1813\BOLETIM_RADIO_TJRN_03_02_2026_B4_TJRN_COMARCA_EXTREMOZ_DEMANDAS_JUDICIAIS__CORPO.mp3,03/02/2026,1803,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1813\BOLETIM_RADIO_TJRN_03_02_2026_B6_TJRN_PASSAGEIRO_INDENIZADO__CABECA.mp3,03/02/2026,1803,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1813\BOLETIM_RADIO_TJRN_03_02_2026_B6_TJRN_PASSAGEIRO_INDENIZADO__CORPO.mp3,03/02/2026,1803,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1813\BOLETIM_RADIO_TJRN_03_02_2026_B7_TJRN_MANTEM_INDEFERIMENTO_TRAILER_MOSSORO__CABECA.mp3,03/02/2026,1803,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1813\BOLETIM_RADIO_TJRN_03_02_2026_B7_TJRN_MANTEM_INDEFERIMENTO_TRAILER_MOSSORO__CORPO.mp3,03/02/2026,1803,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1813\BOLETIM_RADIO_TJRN_03_02_2026_B8_TJRN_OPERADORA_SAUDE_TRATAMENTO_AUTISMO__CABECA.mp3,03/02/2026,1803,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1813\BOLETIM_RADIO_TJRN_03_02_2026_B8_TJRN_OPERADORA_SAUDE_TRATAMENTO_AUTISMO__CORPO.mp3,03/02/2026,1803,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1814\BOLETIM_RADIO_TJRN_03_02_2026_B10_TJRN_REDE_SOCIAL_CONDENADA__CABECA.mp3,03/02/2026,1803,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1814\BOLETIM_RADIO_TJRN_03_02_2026_B10_TJRN_REDE_SOCIAL_CONDENADA__CORPO.mp3,03/02/2026,1803,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1814\BOLETIM_RADIO_TJRN_03_02_2026_B3_VARA_CRIMINAL_ESTAGIO__CABECA.mp3,03/02/2026,1803,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1814\BOLETIM_RADIO_TJRN_03_02_2026_B3_VARA_CRIMINAL_ESTAGIO__CORPO.mp3,03/02/2026,1803,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1814\BOLETIM_RADIO_TJRN_03_02_2026_B5_TRERN_CANAL_RECEBIMENTO_DENUNCIAS__CABECA.mp3,03/02/2026,1803,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1814\BOLETIM_RADIO_TJRN_03_02_2026_B5_TRERN_CANAL_RECEBIMENTO_DENUNCIAS__CORPO.mp3,03/02/2026,1803,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1814\BOLETIM_RADIO_TJRN_03_02_2026_B9_TJRN_COMARCA_SAO_BENTO_INTERINO__CABECA.mp3,03/02/2026,1803,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1814\BOLETIM_RADIO_TJRN_03_02_2026_B9_TJRN_COMARCA_SAO_BENTO_INTERINO__CORPO.mp3,03/02/2026,1803,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1815\BOLETIM_RADIO_TJRN_04_02_2026_B10_TJRN_NOMEACAO_CANDIDATO_CONCURSO__CABECA.mp3,04/02/2026,1804,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1815\BOLETIM_RADIO_TJRN_04_02_2026_B10_TJRN_NOMEACAO_CANDIDATO_CONCURSO__CORPO.mp3,04/02/2026,1804,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1815\BOLETIM_RADIO_TJRN_04_02_2026_B1_CONVOCACAO_JUIZES_LEIGOS_JUIZADOS_CABECA.mp3,04/02/2026,1804,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1815\BOLETIM_RADIO_TJRN_04_02_2026_B1_CONVOCACAO_JUIZES_LEIGOS_JUIZADOS_CORPO.mp3,04/02/2026,1804,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1815\BOLETIM_RADIO_TJRN_04_02_2026_B2_DOACAO_LIVROS_SISTEMA_PRISIONAL_CABECA.mp3,04/02/2026,1804,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1815\BOLETIM_RADIO_TJRN_04_02_2026_B2_DOACAO_LIVROS_SISTEMA_PRISIONAL_CORPO.mp3,04/02/2026,1804,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1815\BOLETIM_RADIO_TJRN_04_02_2026_B3_MANUAL_DE_GESTAO_PROCESSUAL_CABECA.mp3,04/02/2026,1804,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1815\BOLETIM_RADIO_TJRN_04_02_2026_B3_MANUAL_DE_GESTAO_PROCESSUAL_CORPO.mp3,04/02/2026,1804,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1816\BOLETIM_RADIO_TJRN_04_02_2026_B4_INDENIZACAO_MEDICAMENTOS_COSERN_CABECA.mp3,04/02/2026,1804,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1816\BOLETIM_RADIO_TJRN_04_02_2026_B4_INDENIZACAO_MEDICAMENTOS_COSERN_CORPO.mp3,04/02/2026,1804,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1816\BOLETIM_RADIO_TJRN_04_02_2026_B5_CONDENACAO_ROUBO_POLICIAL_MACAIBA_CABECA.mp3,04/02/2026,1804,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1816\BOLETIM_RADIO_TJRN_04_02_2026_B5_CONDENACAO_ROUBO_POLICIAL_MACAIBA_CORPO.mp3,04/02/2026,1804,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1816\BOLETIM_RADIO_TJRN_04_02_2026_B6_CONDENACAO_BANCO_GOLPE_VEICULO_CABECA.mp3,04/02/2026,1804,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1816\BOLETIM_RADIO_TJRN_04_02_2026_B6_CONDENACAO_BANCO_GOLPE_VEICULO_CORPO.mp3,04/02/2026,1804,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1816\BOLETIM_RADIO_TJRN_04_02_2026_B7_INDENIZACAO_EXTRAVIO_BAGAGEM_ASSU_CABECA.mp3,04/02/2026,1804,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1816\BOLETIM_RADIO_TJRN_04_02_2026_B7_INDENIZACAO_EXTRAVIO_BAGAGEM_ASSU_CORPO.mp3,04/02/2026,1804,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1817\BOLETIM_RADIO_TJRN_04_02_2026_B8_MEDICAMENTO_ESCLEROSE_PLANO_SAUDE_CABECA.mp3,04/02/2026,1804,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1817\BOLETIM_RADIO_TJRN_04_02_2026_B8_MEDICAMENTO_ESCLEROSE_PLANO_SAUDE_CORPO.mp3,04/02/2026,1804,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1817\BOLETIM_RADIO_TJRN_04_02_2026_B9_MUDANCA_HORARIO_SEGUNDA_CAMARA_CABECA.mp3,04/02/2026,1804,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1817\BOLETIM_RADIO_TJRN_04_02_2026_B9_MUDANCA_HORARIO_SEGUNDA_CAMARA_CORPO.mp3,04/02/2026,1804,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1817\BOLETIM_RADIO_TJRN_05_02_2026_B1_TJRN_INSTALACAO_MEDIDORES_ENERGIA_CABECA.mp3,05/02/2026,1805,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1817\BOLETIM_RADIO_TJRN_05_02_2026_B1_TJRN_INSTALACAO_MEDIDORES_ENERGIA_CORPO.mp3,05/02/2026,1805,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1817\BOLETIM_RADIO_TJRN_05_02_2026_B2_TJRN_MORADOR_MOSSORO_TRATAMENTO_MEDICO__CABECA.mp3,05/02/2026,1805,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1817\BOLETIM_RADIO_TJRN_05_02_2026_B2_TJRN_MORADOR_MOSSORO_TRATAMENTO_MEDICO__CORPO.mp3,05/02/2026,1805,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1818\BOLETIM_RADIO_TJRN_05_02_2026_B3_TJRN_CONDENA_EX_ASSESSORA_IMPROBIDADE_CABECA.mp3,05/02/2026,1805,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1818\BOLETIM_RADIO_TJRN_05_02_2026_B3_TJRN_CONDENA_EX_ASSESSORA_IMPROBIDADE_CORPO.mp3,05/02/2026,1805,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1818\BOLETIM_RADIO_TJRN_05_02_2026_B4_TJRN_HOMEM_CONDENADO_ROUBO__CABECA.mp3,05/02/2026,1805,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1818\BOLETIM_RADIO_TJRN_05_02_2026_B4_TJRN_HOMEM_CONDENADO_ROUBO__CORPO.mp3,05/02/2026,1805,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1818\BOLETIM_RADIO_TJRN_05_02_2026_B5_TJRN_REDE_SOCIAL_CONTA_PERFIL_CABECA.mp3,05/02/2026,1805,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1818\BOLETIM_RADIO_TJRN_05_02_2026_B5_TJRN_REDE_SOCIAL_CONTA_PERFIL_CORPO.mp3,05/02/2026,1805,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1818\BOLETIM_RADIO_TJRN_05_02_2026_B6_TJRN_CONDENA_BANCO_DIGITAL__CABECA.mp3,05/02/2026,1805,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1818\BOLETIM_RADIO_TJRN_05_02_2026_B6_TJRN_CONDENA_BANCO_DIGITAL__CORPO.mp3,05/02/2026,1805,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1819\BOLETIM_RADIO_TJRN_05_02_2026_B10_ACAO_NACIONAL_CONTRA_FEMINICIDIO_CABECA.mp3,05/02/2026,1805,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1819\BOLETIM_RADIO_TJRN_05_02_2026_B10_ACAO_NACIONAL_CONTRA_FEMINICIDIO_CORPO.mp3,05/02/2026,1805,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1819\BOLETIM_RADIO_TJRN_05_02_2026_B7_TRTRN_BANCO_DANOS_MORAIS_ADOECIMENTO_MENTAL_CABECA.mp3,05/02/2026,1805,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1819\BOLETIM_RADIO_TJRN_05_02_2026_B7_TRTRN_BANCO_DANOS_MORAIS_ADOECIMENTO_MENTAL_CORPO.mp3,05/02/2026,1805,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1819\BOLETIM_RADIO_TJRN_05_02_2026_B8_OABRN_ALERTA_GOLPE_EXAME_ORDEM_CABECA.mp3,05/02/2026,1805,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1819\BOLETIM_RADIO_TJRN_05_02_2026_B8_OABRN_ALERTA_GOLPE_EXAME_ORDEM_CORPO.mp3,05/02/2026,1805,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1819\BOLETIM_RADIO_TJRN_05_02_2026_B9_SESSAO_EXTRAORDINARIA_PRIMEIRA_CAMARA_CIVEL_CABECA.mp3,05/02/2026,1805,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1819\BOLETIM_RADIO_TJRN_05_02_2026_B9_SESSAO_EXTRAORDINARIA_PRIMEIRA_CAMARA_CIVEL_CORPO.mp3,05/02/2026,1805,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1820\BOLETIM_RADIO_TJRN_06_02_2026_B10_TJRN_EMPRESA_TRANSPORTE_CONDENADA_CABECA.mp3,06/02/2026,1806,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1820\BOLETIM_RADIO_TJRN_06_02_2026_B10_TJRN_EMPRESA_TRANSPORTE_CONDENADA_CORPO.mp3,06/02/2026,1806,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1820\BOLETIM_RADIO_TJRN_06_02_2026_B7_TJRN_IDOSA_CAPITALIZACAO__CABECA.mp3,06/02/2026,1806,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1820\BOLETIM_RADIO_TJRN_06_02_2026_B7_TJRN_IDOSA_CAPITALIZACAO__CORPO.mp3,06/02/2026,1806,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1820\BOLETIM_RADIO_TJRN_06_02_2026_B8_TJRN_RECONHECE_DESVIO_FUNCAO__CABECA.mp3,06/02/2026,1806,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1820\BOLETIM_RADIO_TJRN_06_02_2026_B8_TJRN_RECONHECE_DESVIO_FUNCAO__CORPO.mp3,06/02/2026,1806,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1820\BOLETIM_RADIO_TJRN_06_02_2026_B9_TJRN_CUSTO_OBRAS_ACESSIBILIDADE_CABECA.mp3,06/02/2026,1806,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1820\BOLETIM_RADIO_TJRN_06_02_2026_B9_TJRN_CUSTO_OBRAS_ACESSIBILIDADE_CORPO.mp3,06/02/2026,1806,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1821\BOLETIM_RADIO_TJRN_06_02_2026_B1_MPRN_CONDENACAO_EMPRESARIOS__CABECA.mp3,06/02/2026,1806,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1821\BOLETIM_RADIO_TJRN_06_02_2026_B1_MPRN_CONDENACAO_EMPRESARIOS__CORPO.mp3,06/02/2026,1806,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1821\BOLETIM_RADIO_TJRN_06_02_2026_B2_ALRN_ABRE_TRABALHOS_LEGISLATIVO__CABECA.mp3,06/02/2026,1806,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1821\BOLETIM_RADIO_TJRN_06_02_2026_B2_ALRN_ABRE_TRABALHOS_LEGISLATIVO__CORPO.mp3,06/02/2026,1806,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1821\BOLETIM_RADIO_TJRN_06_02_2026_B3_DPERN_CRIACAO_CARGOS_APOIO_ESCOLAR__CABECA.mp3,06/02/2026,1806,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1821\BOLETIM_RADIO_TJRN_06_02_2026_B3_DPERN_CRIACAO_CARGOS_APOIO_ESCOLAR__CORPO.mp3,06/02/2026,1806,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1821\BOLETIM_RADIO_TJRN_06_02_2026_B6_ESMARN_CURSO_INTELIGENCIA_ARTIFICIAL__CABECA.mp3,06/02/2026,1806,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1821\BOLETIM_RADIO_TJRN_06_02_2026_B6_ESMARN_CURSO_INTELIGENCIA_ARTIFICIAL__CORPO.mp3,06/02/2026,1806,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1822\BOLETIM_RADIO_TJRN_06_02_2026_B4_TRTRN_DOA_VEICULOS_INSTITUTO_CEGOS_CABECA.mp3,06/02/2026,1806,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1822\BOLETIM_RADIO_TJRN_06_02_2026_B4_TRTRN_DOA_VEICULOS_INSTITUTO_CEGOS_CORPO.mp3,06/02/2026,1806,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1822\BOLETIM_RADIO_TJRN_06_02_2026_B5_CNJ_INSCRICOES_CIENCIAS_DE_DADOS__CABECA.mp3,06/02/2026,1806,conflito_njud_existe
